title,link,address,description,village,subdistrict,city,bedrooms,bathrooms,building_size,land_size,car_spaces,floors_total,maidrooms,price
Dijual Rumah di Cluster La Seine Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-cluster-la-seine-jakarta-garden-ci-171877647594/,"Cakung, Jakarta Timur","Dijual Cepat Rumah di cluster La Seine Jakarta Garden City .Jakarta Timur Luas Tanah 7x16 = 102m2 Luas Bangunan 76m2 Kamar Tidur 3+1 Kamar Mandi 2+1 Pln 3.500w Pam AC 2 unit Kondisi rumah masih standart Hadap barat HGB Harga 1,7M nego.",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3,2,76,102,0,1,0,1700000000
Di Jual/di Sewakan Rumah Baru jakarta garden city cakung Jakarta utara,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/di-jual-di-sewakan-rumah-baru-jakarta-garden-city-172119933814/,"Cakung, Jakarta Timur","Di jual / di Sewakan Rumah baru dan siap huni, baru renovasi Cluster La Seine, Jakarta Garden City, Jakarta Timur  LT 6x17 (102 m2) LB 140 m2 KT 4 + 1 KM 2 + 1 Daya Listrik 3500 W Air PAM Aetra Hadap Selatan PPJB siap AJB Full Renovasi  Harga Jual 2.495 M turun menjadi 2.3M (nego)  Harga Sewa 60 Jt /th  Min 2 th Sewa 55 jt/thn  JjoSlvyM",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,5,3,140,102,0,1,0,2300000000
"Dijual Rumah di  Jakarta Garden City, Cluster La seine Cakung  Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-jakarta-garden-city-cluster-la-sei-172163329298/,"Cakung, Jakarta Timur","Dijual Rumah di Jakarta Garden City, Cluster La seine Cakung Jakarta Timur   LT 90 m2 LB 63 m2  KT 2 + 1 KM 2 + 1  Daya Listrik 2200watt Air Pam  Bangunan Standard Developer  Ppjb lunas (siap AJB)  Harga Jual 1.65M Nego  jj-svly",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3,3,63,90,2,1,0,1650000000
Dijual Rumah Jakarta garden City Cluster La Seine Cakung Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-jakarta-garden-city-cluster-la-seine-170892753330/,"Cakung, Jakarta Timur","Dijual Cepat Rumah di Jakarta Garden City Cluster La Seine, Jakarta Timur  Luas Tanah :136 m2  Luas Bangunan : 120 m2  3 lantai 5 KT + 3+1 KM Semi Furnished (AC 6 unit, lemari, kitchen set)  Ruang Tamu  Ruang Makan  Ruang Keluarga  Carport  Canopy sz Air PAM Listrik 2200 W Sertifikat : HGB (thn depan siap SHM)  obgphi Harga Jual 3,2 M  HUB; ALING LIM",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,5,3,120,136,2,3,0,3200000000
"Dijual Rumah 2 Lantai di Jakarta Garden City La Seine, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-2-lantai-di-jakarta-garden-city-la-se-172014735385/,"Cakung, Jakarta Timur","DIJUAL RUMAH JAKARTA GARDEN CITY La Seine,JAKARTA TIMUR, 2 Lantai  Sudah Renov Lt : 90 ( 6x15) LB.120 Kt.2+1 Km.3+1 Listrik 5500watt Pam Toren 2 3 AC  Semi furnished Wardrobe dan cabinet TV, kitchen set Full furnished  Hadap utara SHM on hand  Harga : 2.1 M nego    M3LEN M1 HAM3",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3,4,120,90,0,1,0,2100000000
"Rumah Siap Huni dalam Cluster di Jakarta Garden City, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-siap-huni-dalam-cluster-di-jakarta-garden-ci-171174763495/,"Cakung, Jakarta Timur","Dijual Rumah Siap Huni dalam Cluster di Jakarta Garden City, Jakarta Timur  Spec :   KT : 119 m2 (7x17) KM : 168 m2 KT : 4+1 KM : 3+1 Lantai : 2 Carport : 1 Air : PAM  Listrik : 4.400 Watt Hadap : Timur Sertifikat : PPJB Siap AJB  AC 5 Unit Water Heater 2 Unit  Harga : 2,750 M (Nego)  roos.mrbgm  Hubungi (Call/WhatsApp) : Joe Tan  Note : Terima Jual - Beli - Sewa Properti (Rumah, Ruko, Apartemen, Gudang, Tanah/Kavling, Gedung, Hotel, dll). Kami Siap Melayani Anda  Kepuasan Anda adalah Prioritas Kami",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,5,4,168,119,0,1,0,2750000000
Dijual Rumah di Cluster La Seine Jakarta Garden City - Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-cluster-la-seine-jakarta-garden-ci-171920058454/,"Cakung, Jakarta Timur","Dijual rumah di cluster La Seine Jakarta Garden City - Jakarta Timur  Lt.7x16=102m2 Lb.76m2 Kt.3+1 Km.2+1 Pln 3.500w Pam AC 2 unit Kondisi rumah masih standart Hadap barat HGB Harga 1,75M turun harga jadi 1,7M nego  OLM2",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,3,76,102,1,1,0,1700000000
"Dijual Rumah Siap Huni di Jakarta Garden City, Cakung, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-siap-huni-di-jakarta-garden-city-caku-171862396386/,"Cakung, Jakarta Timur","Dijual Rumah Siap Huni di Jakarta Garden City, Cakung, Jakarta Timur Spec : LT : 98 m2 (7x14) LB : 98 m2 KT : 3 KM : 3 +1 Carport : 2 Lantai : 2 1/2 Air : PAM Listrik : 3.300 Watt Sertifikat : PPJB +Bebas dari Banjir +One Gate Security Sistem +Row jalan lewat 2 mobil lega Harga : 3,3M (Nego) turun jadi 3,1M (Nego) syt.jp.m Hubungi (Call/WhatsApp) : Joe Tan Jo pram Note : Terima Jual .Beli .Sewa Properti (Rumah, Ruko, Apartemen, Gudang, Tanah/Kavling, Gedung, Hotel, dll).Kami Siap Melayani Anda Kepuasan Anda adalah Prioritas Kami.",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3,4,98,98,0,1,0,3100000000
Dijual Sewa Rumah di Cluster Thames. Jakarta Garden City. Jakarta Timu,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-sewa-rumah-di-cluster-thames-jakarta-garden-171766093246/,"Cakung, Jakarta Timur",Dijual dan Sewa Rumah di Cluster Thames. Jakarta Garden City. Jakarta Timur Lt.102 (6×17) Lb.75 Kt. 3+1 Km 3+1 Listrik 2200 Toren Belakang sudah di kanopi  Fasilitas : Kolam renang dalam cluster Taman bermain Aeon Ikea Akses dekat pintu tol Dll.  Harga jual 1.625M ( nego) Harga sewa 60 jt ( nego)  Yur,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,4,75,102,0,1,0,1625000000
Jual Rumah 3 Lantai Furnish di Asya Jakarta Garden City Cakung Jakarta,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/jual-rumah-3-lantai-furnish-di-asya-jakarta-garden-171420158441/,"Cakung, Jakarta Timur","Rumah Dijual Jakarta Timur Rumah 3 Lantai Di Asya Cakung Jakarta Timur  Full Furnished : Kompor, Bed, Kulkas, Ac, Curtain Solar Panel Smart Door Lock Carport 2 Garasi 1 Dekat Ke Pintu Toll Jorr Dekat Dengan Aeon Mall Dan Ikea LT 140 LB 190 3 lantai KT 4+1  KM 4+1  Full Furnished  PPJB siap AJB anggrngphi Harga jual 5,5 M   HUB; ALING LIM",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,4,190,140,0,3,1,5500000000
Rumah Jakarta Garden City Cakung Termurah,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-jakarta-garden-city-cakung-termurah-170623070561/,"Cakung, Jakarta Timur","Berada di lahan 370 hektar dan dengan mengusung konsep Eco Township , Jakarta Garden City menjadi kawasan hunian modern terbesar dan terlengkap di Jakarta Timur.Jakarta Garden City juga menawarkan lingkungan untuk tempat tinggal, investasi, rekreasi, sekaligus yang didukung ruang terbuka hijau seluas 120 hektar.Jakarta Garden City akan menjadi ikon baru di Jakarta Timur.Dengan lokasinya yang strategis, Jakarta Garden City menawarkan akses langsung tol JORR, tol dalam kota, dan hanya 5 kilometer dari kawasan Kelapa Gading.Aneka fasilitas juga menjadi nilai tambah yang ditawarkan Jakarta Garden City.Di antaranya, Food Garden, IKEA, Rumah Sakit Mayapada, AEON Mall yang telah beropersi pada 2017, serta akses Jalan Tipar-Cakung yang sudah beroperasi sehingga perjalanan Jakarta Garden City menuju Kelapa Gading hanya membutuhkan waktu 20 menit.Jakarta Garden City dikembangkan oleh PT Modernland Realty Tbk.telah mampu meraih sejumlah penghargaan bergengsi.Di antaranya, BTN Golden Property Awards 2017 untuk kategori Large Scale Development Project Region Jakarta.Saat ini, Jakarta Garden City terdiri dari tiga kawasan hunian maupun komersial yang dapat dipilih oleh segmen urban.Kawasan pertama adalah GARDEN CITY yang menghadirkan sejumlah cluster, seperti Cleon Park, The Boulevard, The Walk, Palm Spring, Avenue, dan dBanyan.Selanjutnya, kawasan kedua, RIVER GARDEN, terdiri dari sejumlah cluster seperti The Savoy, Shinano, Yarra, La Seine, Thames, dan Mississippi.Di kawasan ketiga, LAKE GARDEN, Jakarta Garden City menghadirkan komersial area New East.SSI.",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,5,2,58,90,0,1,0,1500000000
Dijual Rumah Full Furnished Siap Huni di Jakarta Garden City Jakarta,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-full-furnished-siap-huni-di-jakarta-g-172205003381/,"Cakung, Jakarta Timur","Dijual Rumah Full Furnished Siap Huni di Jakarta Garden City Jakarta Timur  Luas Tanah : 75 Luas Bangunan :80 Jumlah Kamar Tidur : 2 Jumlah Kamar Mandi : 2 Jumlah Lantai : 2 Hadap : Selatan Listrik :2200 Air : PAM Garasi :- Carport : 2 Sertifikat : ppjb Jalan depan bisa dilalui berapa mobil : 2 Mobil  Keterangan tambahan : Rumah baru serah terima Nop.2022 terus di Renoved,full furnish Dekat Dengan Toll Jor Dekat Dengan Mall Aeon Jakarta Garden City Dekat Dengan Mall Ikea JGC Dekat Dengan Kelapa Gading Dekat Dengan Harapan Indah Harga 1.75M nego  TTS",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2,2,80,75,1,2,0,1750000000
"Rumah Siap Huni dalam Cluster di Jakarta Garden City, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-siap-huni-dalam-cluster-di-jakarta-garden-ci-170064161148/,"Cakung, Jakarta Timur","DIJUAL  Rumah Siap Huni dalam Cluster di Jakarta Garden City, Jakarta Timur  Spec :  LT : 102 m2 (6x17) LB : 69 m2 KT : 3 KM : 2 Lantai : 2 Carport : 1 Air : PAM Listrik : 2.200 Watt Sertifikat : Sudah AJB sekarang lg proses HGB  Bonus : AC 3 Unit  Selling Point :  +Bebas dari Banjir +Dekat AEON Mall IKEA Jakarta +Hanya 5 menit menuju Tol JORR Tanjung Priok Baru +Hanya 10 menit menuju Kelapa Gading +Hanya 30 menit menuju PIK +Hanya 40 menit menuju Bandara Soetta +Hanya 50 menit menuju BSD +Hanya 7 menit menuju Kota Harapan Indah +Fasilitas Umum : Sekolah Global Mandiri, RS Mayapada, Pusat Kuliner, Mall, dll  Harga : 2,1 M (Nego)  jt.mrb  Hubungi (Call/WhatsApp) : Joe Tan  Note : Terima Jual - Beli - Sewa Properti (Rumah, Ruko, Apartemen, Gudang, Tanah/Kavling, Gedung, Hotel, dll). Kami Siap Melayani Anda  Kepuasan Anda adalah Prioritas Kami",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3,2,69,102,0,1,0,2100000000
Rumah SIAP HUNI di Cluster Latana Jakarta Garden City Cakung Jakarta T,https://www.lamudi.co.id/proyek/jakarta-garden-city/rumah-siap-huni-di-cluster-latana-jakarta-garden-c-17118673675/,"Cakung, Jakarta Timur","Rumah di Cluster Latana Jakarta Garden City Cakung Jakarta Timur  LT : 198 m2 ( 12 x 16,5 ) LB : 254 m2 2 Lantai KT : 3 + 1 KT Art KM : 3 + 1 KM Art Listrik : 4400 watt Air : Pam Garasi : 1 mobil Carpot : 3 mobil Hadap : Selatan Sertifikat : SHM  Semi Furnish - berikut listrik panel surya dan kelengkapannya, jadi lebih hemat listrik - toren air 2 x 500 liter - kolam ikan - ada pintu dan taman belakang rumah - joging trak di belakang rumah",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3,3,254,198,0,1,0,4000000000
"Dijual Rumah Siap Huni di Jakarta Garden City, Cakung, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-siap-huni-di-jakarta-garden-city-caku-171858924444/,"Cakung, Jakarta Timur","Dijual Rumah Siap Huni di Jakarta Garden City, Cakung, Jakarta Timur  Spec : LT : 98 m2 (7x14) LB : 98 m2 KT : 3 KM : 3 +1 Carport : 2 Lantai : 2 1/2 Air : PAM Listrik : 3.300 Watt Sertifikat : PPJB  +Bebas dari Banjir +One Gate Security Sistem +Row jalan lewat 2 mobil lega  Harga : 3,3M (Nego) turun jadi 3,1M (Nego)  syt.m  Hubungi (Call/WhatsApp) : Joe Tan  Note : Terima Jual - Beli - Sewa Properti (Rumah, Ruko, Apartemen, Gudang, Tanah/Kavling, Gedung, Hotel, dll). Kami Siap Melayani Anda  Kepuasan Anda adalah Prioritas Kami",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3,3,98,98,2,2,0,3100000000
best price rumah 98m cluster sentarum JGC jakarta jakarta garden city,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/best-price-rumah-98m-cluster-sentarum-jgc-jakarta-172016889311/,"Cakung, Jakarta Timur","best price rumah ready 2,5lantai 7x14 98m cluster sentarum JGC jakarta garden city bangunan 2,5lantai luas tanah: 98m dimensi: 7x14 bangunan 115m 3+1 kamar tidur 4+1 kamar mandi kondisi semi furnished (ac di tiap ruangan) hadap: utara carport: 2 mobil listrik: 3500w fasilitas cluster swimming pool, taman, bbq area, children playground, basketball court  harga jual 2,45M best price bisa KPR kami bantu sisa 1 unit!1  more info: Natasya RE/MAX Premier JGC Specialist area ASYA JGC jakarta garden city Dapatkan harga n unit terbaik bersama kami",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3,4,115,98,2,1,0,2450000000
Dijual Rumah Cantik dan Mewah Jakarta Garden City Cakung Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-cantik-dan-mewah-jakarta-garden-city-172162388787/,"Cakung, Jakarta Timur",Cluster terdepan DIJUAL Rumah Cantik dan Mewah Jakarta Garden City Jakarta Timur.  Posisi Hook  View jalan utama dan pohon2 rindang  ada joging track samping rumah  Luas Tanah 286 m Kamar Tidur 4+1 (bisa ditambah) Kamar Mandi 4  Carport 2 Listrik 3500 watt Sistem keamanan 1 Gate Jalanan depan rumah lebar  Cluster yang terdekat dengan Club House Cluster yg terdekat dengan Mall AEON dan IKEA SHM  Buka harga 5.3 M   JjoOEM2JGC,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,5,4,286,286,0,1,0,5300000000
"Dijual Rumah 2 Lantai di Jakarta Garden City La Seine, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-2-lantai-di-jakarta-garden-city-la-se-172014703693/,"Cakung, Jakarta Timur","DIJUAL RUMAH JAKARTA GARDEN CITY La Seine,JAKARTA TIMUR, 2 Lantai  Sudah Renov Lt : 90 ( 6x15) LB.120 Kt.2+1 Km.3+1 Listrik 5500watt Pam Toren 2 3 AC  Semi furnished Wardrobe dan cabinet TV, kitchen set Full furnished  Hadap utara SHM on hand  Harga : 2.1 M nego  M3LEN M1",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3,4,120,120,1,1,0,2100000000
"Dijual Rumah di cluster shinano, Jakarta garden city, Jakarta Timur  L",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-cluster-shinano-jakarta-garden-cit-17211845240/,"Cakung, Jakarta Timur","Dijual Rumah di cluster shinano, Jakarta garden city, Jakarta Timur  LT 130 m2 LB 200 m2  KT 3 KM 2  Storage room 1 Study room/ office  Listrik 2200 Hadap Barat PPJB  Full furnished  Harga 2.85 M nepis  he-ny-m¹",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3,2,200,130,2,1,0,2850000000
"Rumah Siap Huni di South Thames Jakarta Garden City, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-siap-huni-di-south-thames-jakarta-garden-cit-172170660066/,"Cakung, Jakarta Timur","Dijual Rumah Siap Huni di South Thames Jakarta Garden City, Jakarta TimurSpec :LT : 90 m² (6x15)LB : 75 m²KT : 3 + 1 KM : 2 + 1Lantai : 2Carport : 1Air : PAMListrik : 2.200 WattHadap : SelatanSertifikat : SHM+Belakang sudah ada Canopi dan sdh di ploor+Bebas dari BanjirHarga  : 1,7M (Nego)selvy.m2Hubungi MR Realty Christine Sie-MRB.",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,3,75,90,0,1,0,1700000000
Dijual Cepat Rumah Bagus 2 Lantai di Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-cepat-rumah-bagus-2-lantai-di-jakarta-garde-171384085365/,"Cakung, Jakarta Timur","Dijual Cepat Rumah Bagus 2 Lantai di Jakarta Garden City Jakarta Timur  Luas Tanah 6x15 : 90m2 Kamar Tidur 3+1 Kamar Mandi 3 Listrik 2,200 Watt Hadap Utara  Saat ini masih AJB, tapi sudah siap untuk SHM  Posisi rumah masih tersewa sampai bulan Maret 2025   Harga Jual 1,8M Nego  SSn Y",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,3,90,90,1,1,0,1800000000
Dijual Rumah di Cluster La Seine Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-cluster-la-seine-jakarta-garden-ci-171902374949/,"Cakung, Jakarta Timur","Dijual Rumah di Cluster La Seine Jakarta Garden City Bagus Tanah Besar  Cakung -Jakarta Timur  Rumah baru belum pernah di tempatin Hadap Timur  Ukuran tanah 8 × 15 120 m²  Luas bangunan 116 m² (2 lantai) M  Kamar tidur 4+1 Kamar Mandi 3+1  Carport 2 mobil Listrik 2200 watt Pam  Sertifikat PPJB Rumah standard developer, belum pernah dipakai.  4 AC 1pk (Baru, belum dipasang)  HARGA 2,7M  lyd",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,5,4,116,120,0,1,0,2700000000
CONDET BALEKAMBANG JAKARTA TIMUR RUMAH DIJUAL CEPAT,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/condet-balekambang-jakarta-timur-rumah-dijual-cepa-168120568717/,"Condet, Jakarta Timur",Dijual Rumah siap huni sudah renovasi Condet Balekambang Jakarta Timur  Condet Balekambang Jakarta Timur,BALE KAMBANG,KRAMAT JATI,JAKARTA TIMUR,5,2,190,125,0,1,0,2200000000
Dijual Rumah 2 Lantai Siap Huni di Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-2-lantai-siap-huni-di-jakarta-garden-170816933667/,"Cakung, Jakarta Timur","DIJUAL Rumah 2 lantai siap huni di Jakarta Garden City, JakTim  LT 147m2 LB 152m2  KT 3+1 KM 3+1 PAM Listrik 3500  Hadap Utara SHM AC 3 unit Kitchen set Lemari pakaian  Harga 2.65M nego  OE",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,4,152,147,0,1,0,2650000000
Rumah siap huni Jakarta Garden City termurah,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-siap-huni-jakarta-garden-city-termurah-16964017382/,"Cakung, Jakarta Timur","DIJUAL Rumah 2 lantai siap huni Jakarta Garden City Cakung, Jakarta Timur LT 90 KT 3+1 KM.2 PAM Listrik : 2200 Ada gorden 4 AC 2 Mezzanine Harga 1,7 M Nett.",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,2,56,90,0,1,0,1700000000
Rumah Kinclong Harga Cling Pesona Rorotan  Jakarta,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-kinclong-harga-cling-pesona-rorotan-jakarta-17166307370/,"Cakung, Jakarta Timur",Pesona Rorotan Jakarta Utara.,PULO GEBANG,CAKUNG,JAKARTA TIMUR,2,2,54,44,0,1,0,850000000
Rumah cluster cemara di jakarta garden city,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-cluster-cemara-di-jakarta-garden-city-169693159130/,"Cakung, Jakarta Timur","Masih Termasuk Jakarta loh, sudah jadi kota sendiri Jakarta Garden City.Bebas BanjirAeon Mall Code : 121621-BRTD00164",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2,1,72,90,0,1,0,1500000000
Rumah Dijual Ujung Menteng Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-dijual-ujung-menteng-jakarta-timur-171145009846/,"Cakung, Jakarta Timur","Alamat : UJUNG MENTENGLokasi : DKI Jakarta, Jakarta Timur , CakungTipe : RumahTransaksi : JualSertifikat : SHMLT/LB : 200 m2 / 250 m2Dimensi : -KT/KM : 4+1 / 3+1Orientasi : -Listrik/Air/No.Telepon : 4400 / pamCode : 031621-BRKG00003",UJUNG MENTENG,CAKUNG,JAKARTA TIMUR,4,3,250,200,0,1,1,4400000000
RUMAH SIAP HUNI DI CONDET JAKARTA TIMUR,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-siap-huni-di-condet-jakarta-timur-171696834757/,"Condet, Jakarta Timur","DIJUAL RUMAH LUAS SIAP HUNI DI CONDET JAKARTA TIMUR Spesifikasi Luas Tanah 150m² Luas Bangunan 200 kurleb m2 Kamar Tidur 4 Kamar Mandi 4 Bangunan 2 Lantai Listrik 2200 watt Carport Legalitas Clean n Clear Sertifikat Hak Milik, IMB Sudah Pecah HARGA 2.5 M neg Lokasi Jl Condet Jakarta Timur Untuk info lebih lanjut.",BALE KAMBANG,KRAMAT JATI,JAKARTA TIMUR,4,4,200,150,0,1,0,2500000000
Dijual RUmah 2 lt di Cluster Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-2-lt-di-cluster-jakarta-garden-city-j-169053648071/,"Cakung, Jakarta Timur",Rumah 2Lantai dekat Aeon Mall Strategis di Cluster JGC Cakung Jakarta Timur  LT.148 m² LB.148 m²  Ada 3 kmr tdr Ada 3 kmr mdi  2200 watt SHM  Air PAM  Ada jogging Track bgn blkg rmh.  Row jln Lebar  Siap Huni  Jarang ada Jual   Harga 2.7 M nego,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3,3,148,148,0,1,0,2700000000
Dijual Rumah Brand New di Shinano Jakarta Garden City Cakung Jakarta,https://www.lamudi.co.id/proyek/cluster-shinano-jakarta-garden-city/dijual-rumah-brand-new-di-shinano-jakarta-garden-c-17105640411/,"Cakung, Jakarta Timur",DIJUAL RUMAH di cluster JGC Cakung Jakarta Timur   Luas Tanah : 5 x 15 75 m2  Luas Bangunan : 100m2 ( 2lantai )  Kamar Tidur : 2 Kamar Mandi : 2 Carport : 1 mobil Hadap timur Listrik : 2.200 watt Air : PAM  Row jln 2 mobil PPJB > Ac 3 > Kitchen set > Horden  Harga : 1.575 M ( nego)  Hubungi : Susy Bangun  LJ Hooker JGC Boulevard/ike,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2,2,100,75,1,2,0,1575000000
New Cluster Vastu at Jakarta Garden City,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/new-cluster-vastu-at-jakarta-garden-city-170720791351/,"Cakung, Jakarta Timur",New Cluster Vastu at Jakarta Garden City.,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,5,4,140,105,0,1,0,3300000000
Dijual rumah cluster Missisipi Jakarta Garden City,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-cluster-missisipi-jakarta-garden-city-17090041915/,"Cakung, Jakarta Timur",Reposttt! Di jual dan Di Sewakan Rumah 2 lantai Cluster NorthMissisipi Jakarta Garden City Cakung Timur Jakarta utara LT 112 M2 LB 123 M2 KT 4 KM 4 Listrik 5500 Watt Hadap Utara AC 1 unit Toren Air 2 unit pompa air 2 unit Car port 2 mobil Row jalan 2 mobil Harga 2.550 M (nego) Harga sewa 60 Juta/th Min sewa 2 th.JjoEvieM2.,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,4,123,112,0,1,0,2550000000
dijual rumah di daerah Matraman Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-daerah-matraman-jakarta-timur-170813849965/,"Matraman, Jakarta Timur","Dijual cepat rumah di Jln.Slamet Riyadi, Matraman,Jakarta Timur,harga nego,legalitas SHM,hrg 17,5 M.",KEBON MANGGIS,MATRAMAN,JAKARTA TIMUR,5,5,720,698,0,1,0,17500000000
Rumah Murah di Condet Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-murah-di-condet-jakarta-timur-172239126011/,"Condet, Jakarta Timur",Kesempatan Terbatas punya rumah dengan Harga terjangkau di Condet Jakarta Timur Ambil kesempatan ini.Tidak datang 2 kali.,BALE KAMBANG,KRAMAT JATI,JAKARTA TIMUR,1,1,31,14,0,1,0,375000000
Mahakam The Signeture Jakarta Garden City L5,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/mahakam-the-signeture-jakarta-garden-city-l5-169744365046/,"Cakung, Jakarta Timur","Mahakam The Signature Jakarta Garden City L5  Hubungi Herry untuk dapat yang Terbaik ya New Launching : Go MAHAKAM The Signature Jakarta Garden City. Memperkenalkan konsep terbaru rumah yang adaptif dengan kondisi terkini: Jangan Lupa ya Indoor Outdoor Attic Room Welcome Sanitation Hygienic Room after Entrance Door Cross Ventilation Design Private Unique Facade WFH Venues support  Mahakam The Signature Jakarta Garden CITY L 5 : LT. 75/ LB. 93 m2 Hard Cash. Hubungi Herry Go aja  Harga nya 2,109 M Go ATTIC. Wow.  LT. 75/ LB. 74 Harga 2,023 M Go Ext. Harga 1,949 M Go Standard.  L 7 : LT. 140/ LB. 120 m2 Hard Cash.  Harga 3,321 M Go ATTIC  L 8 : LT. 165/ LB. 144 m2 Hard Cash. HOEK aja  Harga 4,293 M Go ATTIC. Wow. Laris manis  Yang Terbaik ada disini. Hubungi Herrygo Berlokasi di Jakarta Garden City yang strategis dengan infrastruktur dan akses transportasi lengkap serta fasilitas AEON Mall, IKEA, Go to sekolah Global Mandiri dan banyak lagi. Ayo tunggu apa lagi? Hubungi kami untuk mendapatkan NUP Anda segera ya di : Mahakam The Signature di Modernland Jakarta Garden City. Jakarta Timur.  Hubungi HP/ WA nya Herry Go aja",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,2,93,75,2,1,0,2109000000
