title,link,address,description,village,subdistrict,city,bedrooms,bathrooms,building_size,land_size,car_spaces,floors_total,maidrooms,price
"RUMAH KEBAYORAN BARU, JAKARTA SELATAN",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-kebayoran-baru-jakarta-selatan-172036301716/,"Kebayoran Baru, Jakarta Selatan","RUMAH DI KEBAYORAN BARU TERMURAH DIKELASNYA.Radio Dalam .Kebayoran Baru .Jaksel Luas Tanah : 5 x 20 = 100 M2.Luas Rmh (3,5 Lt) = 260 M2.K.Tidur 5 + 1.K.Mandi 3 + 1.A.C 6 unit.Listrik : 2 x 2500 W.Air : PDAM & Jet Pump.Surat : SHM.Ada IMB.Bangunan dibuat th 2018.Harga :3 M nego.",GANDARIA UTARA,KEBAYORAN BARU,JAKARTA SELATAN,6,4,260,100,0,1,0,3000000000
Rumah murah di fatmawati cilandak Jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-murah-di-fatmawati-cilandak-jakarta-selatan-168982910216/,"Fatmawati, Jakarta Selatan","Dijual rumah ewah murah di Fatmawati Cilandak Jakarta Selatan, lokasi bebas banjir cocok untuk tempat tinggal,selangkah kerumah sakit Fatmawati,supermarket,sekolahan,rumah sakit Siloam Jakarta Selatan,dekat tempat-tempat Ibadah,Masjid dan Greja,mall Cilandak,selangkah ke Kemang tempat kumpulnya Artis - artis Ibu Kota ,5 menit Stasiun MRT Fatmawati,Bus Lebak Bulus Jakarta Selatan,lokasi Jantungnya Jakarta Selatan,10menit ke Blok M Jakarta Selatan,kantor ke Jaksaan Agung Jakarta Selatan (list Ls).",CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,4,4,266,138,2,1,0,5000000000
Rumah Bagus Strategis Di Pejaten Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-bagus-strategis-di-pejaten-jakarta-selatan-170614240090/,"Pejaten, Jakarta Selatan","lokasi bersih dan asri cocok untuk tempat tinggal,dekat dengan sekolahan , supermarket , hotel,dekat dengan angkutan umum, 5 menit ke jln raya Antasari Mabes Polri Jakarta Selatan,Kemang Jakarta Selatan ,kuliner Jakarta Selatan ,ITC Fatmawati,12 menit ke Blok M plaza,mall Citos , keluar masuk pintu tol Tb Simatupang Jakarta Selatan,rumah sakit Fatmawati Jakarta Selatan , perkantoran Tb Simatupang Jakarta Selatan (nn)",PEJATEN BARAT,PASAR MINGGU,JAKARTA SELATAN,7,7,200,276,4,1,0,5650000000
Rumah Mewah Murah di Kemang Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-mewah-murah-di-kemang-jakarta-selatan-170722311874/,"Kemang, Jakarta Selatan","Dijual rumah mewah murah siap huni tinggal bawa koper ,lokasi sangat strategis selangkah ke jln Raya Ampera Kemang Jakarta Selatan,ke Pengadilan Negeri Jakarta Selatan tinggal jalan kaki dekat dengan kuliner, dekat dengan .supermarket,bebas banjir dan bersih serta asri ,10 menit keluar masuk pintu tol Tb Simatupang Jakarta Selatan,mall Citos , 15 menit ke Blok M Plazza, Mabes Polri Jakarta Selatan , SMA Negeri 6 Jakarta Selatan , ke Jaksaan Agung Jakarta Selatan , SMA Negeri 70 Jakarta Selatan, Senayan Jakarta Selatan , Sudirman Jakarta Selatan , gedung DPR / MPR ,Semanggi , Polda Metro Jakarta atau pusat bisnis di Jakarta Selatan (sn)",BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,4,3,300,340,0,3,2,13500000000
DIJUAL RUMAH DI KEBAYORAN BARU JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-di-kebayoran-baru-jakarta-selatan-17156573003/,"Kebayoran Baru, Jakarta Selatan",Jual rumah di jln Nipah Kebayoran Baru Jakarta Selatan. Belakang kantor Walikota Jakarta Selatan,PETOGOGAN,KEBAYORAN BARU,JAKARTA SELATAN,3,2,200,146,2,1,0,3800000000
"Rumah Jakarta Mewah 2 Lantai Luas 250 M, Cilandak, Jakarta Selatan",https://www.lamudi.co.id/proyek-baru/secondary-pashouses-agents/rumah-jakarta-mewah-2-lantai-luas-250-m-cilandak-j-17011534665/,"Cilandak, Jakarta Selatan","J-16134  Harga Tertera ALL IN: Bebas biaya BPHTB, PPH, Notaris, KPR, Balik Nama  Jalan Pendidikan Cilandak CILANDAK BARAT, CILANDAK, KOTA JAKARTA SELATAN  SHM LT 118 LB 250 2 Lantai 3 Kamar Tidur 2 Kamar Mandi Listrik 2200 VA Sumber Air Tanah Hadap Timur  Fasilitas sekitar hunian:  3 Menit ke SDN Cilandak Barat 07 5 Menit ke SMA Cenderawasih 01 Jakarta 6 Menit ke SD Islam Al Ikhlas 6 Menit ke SMPN 68 Jakarta 10 Menit ke SD Islam Al Hikmah  6 Menit ke Pasar Mede, Pasar Jaya 15 Menit ke Pasar Cipete Selatan 15 Menit ke Mall Cilandak Town Square 20 Menit ke Mall One Bellpark 20 Menit ke Pasat Pondok Indah  4 Menit ke Puskesmas Kecamatan Cilandak 10 Menit ke Puskesmas Cilandak Barat 15 Menit ke RSUP Fatmawati 15 Menit ke RS Siloam TB Simatupang 20 Menit ke RS Mayapada Jakarta Selatan  2 Menit ke Stasiun MRT Cipete Raya 10 Menit ke Gerbang Tol Fatmawati 2 15 Menit ke Terminal Lebak Bulus 20 Menit ke Gerbang Tol Cilandak Utama 20 Menit ke Gerbang Tol Ampera 2",CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,3,2,250,118,0,1,0,3420000000
[FOR SALE] PONDOK INDAH JAKARTA SELATAN MODERN KLASIK MEWAH BARU. (FINISH TAHAP) JAKA...,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/for-sale-pondok-indah-jakarta-selatan-modern-klas-169840330231/,"Pondok Indah, Jakarta Selatan","[FOR SALE] PONDOK INDAH JAKARTA SELATAN MODERN KLASIK MEWAH BARU.(FINISH TAHAP)JAKARTA SELATAN
-Depan Jalan Lebar, Tenang, Asri, nyaman-Depan Taman-Daerah utama-Depan Taman, Rindang, Sejuk-Lantai Marmer-Pintu Jati
- Spesifikasi kualitas bagus Bangunan 2 Lantai
Luas Tanah: 1050 m²Luas Bangunan: 1600 m²
• Kamar Tidur: 8+ 2• Kamar Mandi: 7 + 1•Garasi: 2 Mobil•Car port: 6 Mobil•Ruang Security• Kolam renang•Listrik:16.500 Watt• SHMHarga: .68 Miliar (nego)
More Info :FirlyCall / Wa:",PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,8,7,1600,1050,6,1,2,68000000000
Rumah murah di Pondok indah Jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-murah-di-pondok-indah-jakarta-selatan-171128912366/,"Pondok Indah, Jakarta Selatan","Dijual rumah mewah murah di Pondok Indah di Jakarta Selatan, ke mall Pondok Indah tinggal jalan kaki, dekat dengan supermarket dengan sekolahan,lokasi bersih dan asri, 5 menit ke rumah sakit Pondok Indah , Ke halte Bus Way tinggal jalan kaki ,10 menit ke pintu tol Pondok Indah,langsung ke tol Tb Simatupang Jakarta Selatan ,dan mudah arah ke rumah Sakit Suyoto Viteran - terus keluar masuk pintul Viteran Jakarta Selatan menuju Bandara Sukarno Hatta,ke Blok M Plaza , kantor Kejaksaan Agung , SMA Negeri 6 Jakarta Selatan, SMA Negeri 70 Bulungan Jakarta Selatan (list SN )",PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,6,4,392,335,2,1,0,15000000000
Rumah Mewah Dipedurenan Buntu  Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-mewah-dipedurenan-buntu-jakarta-selatan-168632245939/,"Ampera, Jakarta Selatan",Rumah Dijual Jakarta Selatan RUMAH MEWAH PEDURENAN AMPERA JAKARTA SELATAN,CILANDAK TIMUR,PASAR MINGGU,JAKARTA SELATAN,6,6,1000,786,0,1,1,17000000000
"Rumah Bagus SHM di Kemang, Jakarta Selatan",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-bagus-shm-di-kemang-jakarta-selatan-172234914188/,"Kemang, Jakarta Selatan","Rumah Bagus SHM di Kemang, Jakarta Selatan",BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,5,4,600,1000,2,1,3,20000000000
Rumah kebagusan Jakarta selatan mewah kolam renang,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-kebagusan-jakarta-selatan-mewah-kolam-renang-17210211658/,"TB Simatupang, Jakarta Selatan",Rumah kebagusan Jakarta selatan mewah kolam renang.,KEBAGUSAN,PASAR MINGGU,JAKARTA SELATAN,6,6,280,127,0,1,0,4250000000
RUMAH MODERN  TOWNHOUSE DI CILANDAK JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-modern-townhouse-di-cilandak-jakarta-selatan-172154278192/,"Cilandak, Jakarta Selatan",RUMAH MODERN TOWNHOUSE DI CILANDAK JAKARTA SELATAN,CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,5,4,270,119,0,1,0,4000000000
KEMANG JAKARTA SELATAN DIJUAL CEPAT RUMAH MEWAH,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/kemang-jakarta-selatan-dijual-cepat-rumah-mewah-168120411746/,"Kemang, Jakarta Selatan",Jual rumah mewah baru siap huni termurah di bawah harga pasaran  Di Kemang Jakarta selatan JAKARTA SELATAN,BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,4,4,1100,1200,0,1,0,25000000000
"Rumah Butuh Renovasi di Cilandak, Jakarta Selatan",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-butuh-renovasi-di-cilandak-jakarta-selatan-170842584776/,"Cilandak, Jakarta Selatan","Rumah Butuh Renovasi di Cilandak, Jakarta Selatan",CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,4,3,550,1124,5,1,2,28000000000
Jual Town House di Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/jual-town-house-di-jakarta-selatan-170927646971/,"TB Simatupang, Jakarta Selatan","Pasar minggu , jakarta selatan Di Jual Town House di Jakarta Selatan Lokasi : Jl.Raya TB Simatupang/Jl.Raya Kebagusan 1 , Kebagusan , Pasar Minggu , Jakarta Selatan.Luas Tanah : 16.791 m²/1,6 Ha Luas Bangunan : 6.800 m² .17 Unit Rumah , LT : 600 m² , LB : 450 m² NJOP 2022 : 508,5 M Di jual 70% NJOP : 355 M (Nego) Legalitas: SHGB.",KEBAGUSAN,PASAR MINGGU,JAKARTA SELATAN,10,9,6800,16791,0,1,0,3.55E+11
Rumah di Kawasan Elit Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-di-kawasan-elit-jakarta-selatan-171956751856/,"Pondok Indah, Jakarta Selatan","Rumah Komplek di Pondok Indah Jakarta Selatan. Lt.122. Lb.70. 1,5Lantai. SHM. KT.3. KM.2.PAM. 3500Watt. Carport. Taman depan. Rumah Elit Jakarta Selatan. Harga: 4.6M. Nego. jualanekaproperty sewaanekaproperty seledriproperty Jual rumah di bintaro Di bintaro rumah dijual Dijual rumah di bintaro Rumah di bintaro dijual",PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,3,2,70,122,0,1,0,4600000000
Rumah Hitung Tanah di Martimbang Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-hitung-tanah-di-martimbang-jakarta-selatan-172114817622/,"Kebayoran Baru, Jakarta Selatan","Dijual rumah unik di Martimbang Kebayoran baru Jakarta Selatan.Lokasi Rumah yang sangat Asri di depan taman, bebas banjir, keamanan 24 jam, prime area di Jakarta Selatan.Luas tanah 587meterLuas bangunan 200meterHarga 30 miliar",GUNUNG,KEBAYORAN BARU,JAKARTA SELATAN,4,3,587,587,0,1,0,30000000000
DIJUAL / DILELANG RUMAH TINGGAL DI JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-dilelang-rumah-tinggal-di-jakarta-selatan-171809744855/,"Cilandak, Jakarta Selatan","Dijual / Dilelang Rumah Tinggal di Jalan Margasatwa No.20 AM, RT.003/RW.03, Kelurahan Pondok Labu, Kecamatan Cilandak, Jakarta Selatan, DKI Jakarta - Akses Jalan Utama Jl Margasatwa - Lokasi Sangat Strategis - Proses Mudah",PONDOK LABU,CILANDAK,JAKARTA SELATAN,5,3,315,473,1,1,0,9947400000
Rumah besar dan mewah di jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-besar-dan-mewah-di-jakarta-selatan-172039428671/,"Kebayoran Baru, Jakarta Selatan",rumah dgn lt.850 m2 dan lb.650 m2 terdiri dari 2 lantai.dgn lantai marmer dan dilengkapi dgn kolam renang.garasi untuk 2 mobil dan carport untuk 2 mobil.lokasi sangat strategis di jakarta selatan.termasuk salah satu lokasi primenya jakarta selatan.,GUNUNG,KEBAYORAN BARU,JAKARTA SELATAN,6,6,650,850,0,1,0,70000000000
JUAL RUMAH JAKARTA SELATAN PONDOK INDAH,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/jual-rumah-jakarta-selatan-pondok-indah-170122951147/,"Pondok Indah, Jakarta Selatan",Dijual rumah Jakarta Selatan pondok indah siap huni terawat,PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,4,3,320,420,4,1,0,30000000000
Dijual Rumah Besar di Cilandak Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-besar-di-cilandak-jakarta-selatan/,"Cilandak, Jakarta Selatan",Rumah Besar di Kawasan Cilandak Jakarta Selatan. Harga Nego,CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,5,5,300,231,3,2,0,8000000000
Rumah Dijual di Tebet Manggarai Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-di-tebet-manggarai-jakarta-selatan-171997518528/,"Tebet, Jakarta Selatan","Rumah mewah dengan kolam renang pribadi.Halaman parkir yang luas, ada taman.Lokasi strategis dikawasan hunian premium elite Jakarta Selatan, dekat pusat perbelanjaan dan pusat niaga serta kuliner Jakarta Selatan.arc 05.",BUKIT DURI,TEBET,JAKARTA SELATAN,8,5,500,900,0,1,0,27000000000
Rumah mewah murah di simprug jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-mewah-murah-di-simprug-jakarta-selatan-170322056536/,"Kebayoran Baru, Jakarta Selatan","Dijual rumahmewah murah di Simprug Jakarta Selatan lokasi bebas banjir cocok untuk tempat tinggal,dekat dengan supermarket,sekolahan,jalur Bus Way,Selangkah ke Gandaria City,10menit ke Blok M Plaza,SMA 70 Bulungan,kantor ke Jaksaan Agung Jakarta Selatanm,Mabes Polri,Senayan City,kampus Mustopo Hang Tuah, Gedung DPR/MPR,dekata dengan pusat Bisnis di Jakarta Selatan,30 menit ke Bandara Sukarno Hatta Cengkareng (list Sn /Hj)",GROGOL SELATAN,KEBAYORAN LAMA,JAKARTA SELATAN,7,4,500,874,4,1,0,36000000000
Rumah Baru Dijual Kemang Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-baru-dijual-kemang-jakarta-selatan-171144063022/,"Kemang, Jakarta Selatan","Lokasi tenang, Rumah baru 2 Tahun, Modern Minimalis, Kawasam paforit kemang Jakarta selatan.",BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,3,4,335,648,2,2,2,9500000000
JUAL RUMAH KEBAYORAN BARU JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/jual-rumah-kebayoran-baru-jakarta-selatan-171566802514/,"Kebayoran Baru, Jakarta Selatan",Rumah 2 lantai dijual jln Gandaria Tengah Kebayoran Baru Jakarta Selatan,KRAMAT PELA,KEBAYORAN BARU,JAKARTA SELATAN,3,3,180,200,2,1,0,11500000000
MODERN TOWNHOUSE/APARTHOUSE CILANDAK JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/modern-townhouse-aparthouse-cilandak-jakarta-selat-171938580798/,"Cilandak, Jakarta Selatan",1071.CILANDAK 11 M MODERN TOWNHOUSE/APARTHOUSE CILANDAK JAKARTA JAKARTA SELATAN Best Investasi Lokasi Strataegis Lokasi belakang Citos Dekat Antasari dan Cipete Akses mudah Jalan 2 mobil Lingkungan tenang dan Aman Bebas banjir Ada 4 unit Bangunan 3 lantai Luas Tanah 428 m Luas Bangunan -l700 m 1 unit rumah masing-masing : Kamar Tidur 3 + 2 Kamar Mandi 3 + 1 Garasi 1mobil Pos security Taman Keamanan 24 Jam Harga 15 M >> 11 Milyar nego.,CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,5,4,700,428,0,1,0,11000000000
dijual rumah mewah murah Petukangan jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-mewah-murah-petukangan-jakarta-selata-171915399962/,"Petukangan, Jakarta Selatan","dijual rumah baru murah ,akses jalan 2 mobil daerah Petukangan jakarta selatan ,SHM IMB pbb ,.",PETUKANGAN UTARA,PESANGGRAHAN,JAKARTA SELATAN,5,4,250,237,0,1,0,3000000000
Rumah MEWAH tebet dalam jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-mewah-tebet-dalam-jakarta-selatan-172051816455/,"Tebet, Jakarta Selatan",dijual rumah mewah dalam komplek tebet jakarta Selatan Lingkungan asri aman dan nyaman Akses mudah tidak banjir Keamanan terjaga 24jam SHM&IMB.,BUKIT DURI,TEBET,JAKARTA SELATAN,10,6,417,368,0,1,0,5500000000
dijual rumah mewah murah Tebet Jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-mewah-murah-tebet-jakarta-selatan-171921154435/,"Tebet, Jakarta Selatan","dijual rumah mewah area Tebet Jakarta selatan ,akses jalan 2 mobil ,garasi carport 4 mobil ,SHM IMB pbb lengkap.",KEBON BARU,TEBET,JAKARTA SELATAN,6,5,430,216,0,1,0,9400000000
Rumah modern terbaru 2024 selatan jakarta,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-modern-terbaru-2024-selatan-jakarta-171574516587/,"Kemang, Jakarta Selatan",Rumah mewah dibangun di kawasan mandiri selatan jakarta lingkungan full fasilitas yang mamadai penghuni buat kalian yang penasarn dengan rumahnya marih segera survey bareng kami terimakasih.,BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,4,4,206,144,0,1,0,4100000000
"Rumah di Tanjung Barat, Jakarta Selatan",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-di-tanjung-barat-jakarta-selatan-172118480579/,"Cilandak, Jakarta Selatan",For Sale  Rumah mewah murah dkt tol simatupang  Tanjung Barat Jakarta Selatan,CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,3,2,70,132,0,1,1,1800000000
dijual rumah murah Petukangan jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-murah-petukangan-jakarta-selatan-171915488154/,"Petukangan, Jakarta Selatan","dijual rumah 2 lantai murah area Petukangan jakarta selatan ,akses jalan 2 mobil.",PETUKANGAN UTARA,PESANGGRAHAN,JAKARTA SELATAN,5,3,200,100,0,1,0,1350000000
Rumah Mewah RaiHouse Kemang Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-mewah-raihouse-kemang-jakarta-selatan-172106626462/,"Kemang, Jakarta Selatan","Rai House Residence KemangLuxury house with private pool and rooftop kemang || South - Jakarta.Rai House Residence Kemang, 5 Unit rumah 3 lantai di tengah kawasan elit Di Jakarta - Selatan. Di bangun di dalam kawasan komplek perumahan mewah yang asri, sejuk dan jauh dari kebisingan kendaraan, dengan ROW 8 meter, one gate Sistem, dan pos security 24 jam.Di design secara detail dan di kombinasikan dengan material²  premium, Kami hadir kan hunian berkelas dan bernilai Investasi tinggi hanya untuk andaDesign by : lifetime.designPool by : risspoolLighting by : ApostropheHarga MulaiIDR. 6,9 Milyar ( negotiable )Please DM for more informationRai House Residence KemangCilandak Jakarta, Daerah Khusus Ibukota Jakarta Selatan",CIGANJUR,JAGAKARSA,JAKARTA SELATAN,5,5,239,144,0,1,0,6980000000
Dijual Classic House Kemang Bangka - Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-classic-house-kemang-bangka-jakarta-selatan-17148031928/,"Kemang, Jakarta Selatan",Dijual Classic House Kemang Bangka - Jakarta Selatan  Semi Tropical Akses mudah Dekat dari jalan raya kemang  LOKASI : Dekat Kemang Raya Dekat Mall Pejaten Village Dekat Jalan Antasari Rumah Sakit Jakarta Medical Center (JMC)  SPESIFIKASI : Luas Tanah 964 m² Luas Bangunan 500 m² Kamar Tidur 4+2 Kamar Mandi 3+1 Taman depan + belakang Carport 4 mobil Garasi 2 Mobil  Harga Jual 17 Milyar (Nego) SHM  CODE : DV  Contact : DAVIN  Netz Realty Kemang,BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,4,3,500,964,4,1,0,17000000000
Rumah Siap huni lokasi strategis Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-siap-huni-lokasi-strategis-jakarta-selatan-170805432470/,"Cipete, Jakarta Selatan","Cipete Selatan Kebayoran Baru Jakarta Selatan Spesifikasi Keamanan 24 jam Luas tanah 339 m2, Luas bangunan 250 m2 1,5 lantai SHM K.Tidur 5 K.Mandi 3 K.ART/gudang 1 Carport 1 Garasi 1 Ada dapur bersih dan dapur kotor Air tanah jetpam Listrik 3500 Kwh Ruang makan Ruang keluarga Ruang tamu Taman bermain anak Tiap samping kamar tidur ada taman Salling point Kawasan elite kota Jakarta Selatan Jl.Raya Antasari 10 menit Jl.Raya Fatmawati 10 menit kawasan bisnis Blok M 25 menit Jalan didepan rumah 2 mobil Harga 7M nego AW 13feb24.",CIPETE SELATAN,CILANDAK,JAKARTA SELATAN,5,3,250,339,0,1,0,7000000000
dijual rumah murah Bangka Kemang Jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-murah-bangka-kemang-jakarta-selatan-172041024517/,"Kemang, Jakarta Selatan","dijual rumah 2 lantai ,akses jalan 2 mobil ,bebas banjir ,area Bangka Kemang Jakarta selatan ,mendekati hrga NJOP ,dijual murah dibawah harga pasaran ,SHM IMB pbb lengkp.",BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,6,5,577,970,0,1,0,15500000000
"Jual Rumah Hitung Tanah Cipete , Jakarta Selatan",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/jual-rumah-hitung-tanah-cipete-jakarta-selatan-170391825085/,"Cipete, Jakarta Selatan","FOR SALE NEGOTIABLE  Rumah hitung Tanah Daerah Cipete, Jakarta Selatan  LT 577m2  Segera hubungi kami untuk info lebih lanjut",CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,1,1,577,577,0,1,0,13000000000
dijual rumah di pejaten Jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-di-pejaten-jakarta-selatan-168154041820/,"Pejaten, Jakarta Selatan","Dijual Rumah di Pejaten Timur, Jakarta Selatan.Luas tanah 130 Luas bangunan 180 Kamar tidur 5 Kamar mandi 2 SHM 2 lantai Listrik 3.300w Carport 2mbl Akses Jalan TOL Simatupang Bebas Banjir Harga 1,9m(nego).",PEJATEN TIMUR,PASAR MINGGU,JAKARTA SELATAN,5,2,180,130,0,1,0,1900000000
Rumah Murah di Tanah Kusir Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-murah-di-tanah-kusir-jakarta-selatan-171523433175/,"Tanah Kusir, Jakarta Selatan","Di jual rumah bagus murah dicluster keamanan 24 jam one gate Sistem di Tanah Kusir Jakarta Selatan,bebas banjir,lokasi sangat strategis dekat dengan supermaket,dekat dengan Pasar Tradisional Pesanggrahan tinggal jalan kaki,dekat dengan kantor kecamatan Pesanggrahan Jakarta Selatan,selangkah keluar masuk pintu tol Ciledug - Bebas banjir - Carport - 5 menit ke tol JORR (keAirport Soeta 35 menit), LebakBulus, BSD. - 100M2 kejalan raya dilewati route Mini Bus trans, S14 Lebak Bulus Ciledug - Ada tlp rumah - 4.5KM keBlok M - Dekat Indomaret, Alfamart, kulineran, klinik/Rumah Sakit, Coffee Shop. (Sn)",KEBAYORAN LAMA SELATAN,KEBAYORAN LAMA,JAKARTA SELATAN,4,4,135,133,0,2,1,2000000000
dijual rumah brandnew di kemang jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-brandnew-di-kemang-jakarta-selatan-172153321117/,"Kemang, Jakarta Selatan",dijual rumah  brandnew di Kemang jakarta selatan tanah nya 230m bangunan 420m kt4+1  km4+1 swimming pool grasi carpot shm harga 8.5M lokasi strategis dan elite,BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,5,5,420,230,0,1,0,8500000000
"Rumah Besar & Luas Pondok Labu, Jakarta Selatan",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-besar-luas-pondok-labu-jakarta-selatan-172069976295/,"Cilandak, Jakarta Selatan","BEST PRICE Rumah Asri Sejuk 2 Lantai dekat SMA 66 Pondok Labu, Cilandak Jakarta Selatan.SHM + IMBDI JUAL",PONDOK LABU,CILANDAK,JAKARTA SELATAN,6,5,800,613,0,1,0,8750000000
DIJUAL RUMAH LOKASI CILANDAK JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-lokasi-cilandak-jakarta-selatan-172050440784/,"Cilandak, Jakarta Selatan","Terasari Pinara Jl Pinang Raya No.1 RT2 RW2 Pondok Labu Kecamatan Cilandak Kota Jakarta Selatan, Jakarta 12450  Early Bird Bonus Free IPL setahun Free Ac atau Free TV atau Voucher IKEA senilai 30 JUTA  LT 144 - 250 m persegi  LB 260 - 280 m persegi 3 lantai plus Rooftop 4 Kamar Tidur 5 Kamar Mandi 1 Garasi Halaman belakang Balcon  Dekat dengan Al Izhar Pondok Labu School Dekat dengan MRT Fatmawati Dekat dengan One Belpark Mall Dekat dengan RSUP Fatmawati Dekat dengan JORR Toll Road  Dekat dengan Cilandak Town Square  Hubungi kami sekarang juga untuk buat jadwal kunjungan Anda",PONDOK LABU,CILANDAK,JAKARTA SELATAN,4,5,280,250,0,1,0,4875000000
